2,388.0434993265312,391,0.5176396369934082
3,385.4427863897041,361,0.6086981296539307
4,383.1548226641627,347,0.7315940856933594
5,381.2577578872431,333,0.870826244354248
6,379.34492149500034,304,0.9793605804443359
7,377.7818288701293,271,1.1133222579956055
8,376.1164729012103,248,1.2524878978729248
9,373.96198363942506,250,1.3834421634674072
10,372.7946122778628,268,1.516489028930664
11,371.02617717501585,233,1.6525092124938965
12,369.9471159211215,225,1.8056156635284424
13,367.72177917928485,209,1.938539981842041
14,366.353103025999,207,2.0671286582946777
15,364.88472083728595,190,2.2476255893707275
16,363.576609649895,185,2.352423906326294
17,361.9026555869822,188,2.510671854019165
18,360.553090981144,192,2.6281349658966064
19,359.219275499869,176,2.785637140274048
20,357.62111009335837,180,2.9250245094299316
21,356.00951883613754,168,3.1094307899475098
22,354.82319678659945,160,3.277500629425049
23,352.997342459818,170,3.46268367767334
24,351.0562629451217,147,3.4772675037384033
25,350.71982850626614,164,3.7390639781951904
26,348.7828983613477,148,3.807976484298706
27,347.3336645501004,169,4.0536720752716064
28,345.63110729375626,153,4.129586935043335
29,345.1886830223864,157,4.335521936416626
30,343.53929639640216,146,4.514374017715454
31,341.97636557582234,138,4.658614635467529
32,340.8361088629254,135,4.564659833908081
33,339.3701665601583,135,4.8106019496917725
34,337.607050007224,134,5.156968116760254
35,337.0642044755,140,5.126636743545532
36,335.23548876310554,137,5.323406934738159
37,333.72472269483467,127,5.2828450202941895
38,331.599194275271,145,5.559391498565674
39,331.2410605827158,139,5.643681526184082
40,330.1744980478476,133,5.93013334274292
41,328.49474209899546,126,6.1047070026397705
42,327.00442920374735,119,6.179074764251709
43,326.1357904145257,129,6.358017921447754
44,323.94451179183625,126,6.585454940795898
45,323.49877314896355,130,6.741605997085571
46,322.96871898032873,119,6.863635540008545
47,321.4556920210316,123,7.078218460083008
48,319.39819976804085,131,7.260804653167725
49,318.1760301214148,119,7.228053331375122
50,317.8317813378451,124,7.281088590621948
